file,line number,version,service #,service built,last update
9029,85,1,8,0,1460333437
9030,62,1,8,0,1448112209
9031,8,1,1,0,1433766704
9032,13,1,2,0,1445004970
9033,8,1,1,0,
9034,49,1,3,0,1439541544
9035,62,1,6,0,1430768222
9036,41,1,3,0,1457361682
9037,77,1,5,0,1459184362
9038,6,1,1,0,1459159240
9039,35,1,4,0,1425996370
9040,19,1,2,0,1435932380
9041,6,1,1,0,1429982100
9042,18,1,1,0,1428567807
9043,7,1,1,0,1449889800
9044,8,1,1,0,1454802025
9045,12,1,3,0,1437934724
9046,8,1,1,0,1430033878
9047,3,1,1,0,1457479818
9048,7,1,2,0,1447350683
9049,3,1,1,0,1430514290
9050,7,1,2,0,1436273432
9051,7,1,1,0,1430514250
9052,5,1,1,0,1446058749
9053,5,1,1,0,1460020704
9054,7,1,2,0,1450904859
9055,17,1,2,0,1432082393
9056,6,1,2,0,1455512198
9057,3,1,1,0,1440763758
9058,46,1,4,0,1439822012
9059,16,1,2,0,1448632064
9062,117,2,10,0,1429264342
9063,1,,,,1429975328
9064,14,1,3,0,1445730798
9065,21,1,3,0,1430013425
9066,24,1,3,0,-1
9067,19,1,3,0,1435842226
9068,16,2,2,0,1446614686
9069,8,1,1,0,1453914572
9071,27,2,2,0,1464376600
9072,37,2,3,0,1424983272
9073,16,1,3,0,1466005217
9074,17,1,2,0,1462739529
9075,158,1,8,0,1432072859
9076,27,1,2,0,1442367650
9077,170,1,8,0,1457902478
9078,79,,,,1442367055
9081,12,1,2,0,1443043965
9082,13,1,2,0,1442309560
9084,12,1,2,0,1442373100
9085,20,1,2,0,1444000134
9086,36,1,4,0,1442374640
9087,31,1,3,0,1446259464
9088,27,1,5,0,1443465152
9089,27,1,5,0,1442375263
9090,11,1,2,0,1442396169
9091,16,1,3,0,1442396298
9092,28,1,3,0,1441751922
9093,70,1,9,0,1445333100
9094,13,1,2,0,1442891179
9095,5,1,1,0,1442397327
9096,6,1,1,0,1452639423
9097,5,1,1,0,1442396836
9098,41,2,3,0,1442292800
9099,13,1,2,0,1445215748
9100,53,2,3,0,1458168867
9101,33,2,2,0,1440640240
9102,14,1,2,0,-1
9103,27,1,3,0,1456775051
9104,35,1,3,0,1462121707
9105,23,1,1,0,-1
9106,5,1,1,0,-1
9107,21,1,3,0,1430768222
9108,6,1,1,0,1459181386
9109,8,1,1,0,1438520861
9110,13,1,1,0,1438513955
9111,17,2,3,0,1449062512
9112,13,1,2,0,1430247728
9113,36,2,2,0,1450190949
9114,13,1,2,0,1471867861
9115,168,1,8,0,1464376600
9116,46,1,7,0,1446178539
9117,13,1,2,0,1438289737
9118,13,1,2,0,1438289737
9119,9,1,1,0,1438289737
9120,7,1,1,0,1462822637
9121,45,1,4,0,1428611001
9122,19,2,2,0,1432766579
9123,15,1,1,0,1445893037
9125,14,1,2,0,1427896395
9126,15,1,3,0,1455040383
9127,35,1,3,0,1459371324
9128,181,1,9,0,1428611001
9129,8,1,1,0,1447311956
9130,26,1,3,0,1447505676
9131,16,2,1,0,1449882657
9132,11,2,1,0,1462712401
9133,10,2,1,0,1447200545
9134,13,2,1,0,1443139965
9135,56,2,7,0,1472302342
9136,135,,,,1440792916
9137,170,1,8,0,1433633009
9138,28,1,3,0,1440983653
9139,5,1,1,0,1451167651
9140,5,1,1,0,1449123477
9141,5,1,1,0,1426499907
9142,6,1,1,0,1434622394
9143,5,1,1,0,1426499907
9144,28,1,4,0,1466728433
9145,21,2,2,0,1463960058
9146,11,1,1,0,1463980609
9147,9,2,1,0,1466728433
9148,25,1,2,0,1463260148
9149,13,1,1,0,1463541897
9153,24,1,2,0,1428611001
9154,15,1,2,0,1432766579
9155,7,1,1,0,1457371381
9156,3,1,1,0,1453914572
9157,7,1,1,0,1435842226
9158,3,1,1,0,1461604888
9159,11,1,2,0,1463639260
9160,5,1,1,0,1464062708
9161,7,1,2,0,1464062645
9162,7,1,2,0,1439170337
9163,6,1,1,0,1434049423
9164,18,1,1,0,1466102423
9165,7,1,2,0,1445004970
9166,6,1,2,0,1469874931
9167,9,1,1,0,1469874931
9168,3,1,1,0,1432082393
9169,17,1,2,0,1465739759
9170,12,1,3,0,1456265148
9171,8,1,1,0,1461778909
9172,5,1,1,0,1461778909
9173,33,1,3,0,1449659795
9174,24,1,3,0,1461983877
9175,9,1,1,0,1446665331
9176,46,1,6,0,1428495779
9177,13,1,2,0,1468660370
9178,51,1,4,0,1436273432
9179,26,1,4,0,1430514290
9180,27,1,3,0,1430514250
9181,19,1,2,0,1443615879
9182,13,1,2,0,1464376600
9183,13,1,2,0,1453914572
9184,24,1,2,0,1430514250
9185,106,2,9,0,1436273432
9186,6,1,1,0,1430514290
9187,5,1,1,0,1435415328
9188,5,1,1,0,1464376600
9189,19,1,2,0,1453914572
9190,20,1,3,0,1441816155
9191,28,1,5,0,1435046870
9192,166,1,8,0,1463436538
9193,7,1,1,0,1456499210
9194,16,1,3,0,1457799773
9195,28,1,3,0,-1
9196,10,1,1,0,1463611842
9197,22,1,2,0,1464634123
9199,43,1,6,0,1463850814
9200,13,1,2,0,1455645544
9201,7,1,1,0,1452876952
9203,20,2,3,0,1435238570
9204,18,2,2,0,1437665761
9205,21,2,1,0,1437665761
9206,10,1,1,0,1447524788
9207,15,1,2,0,1448847042
9208,89,1,4,0,1449100639
9209,19,2,3,0,1440591318
9210,46,1,4,0,1467183036
9211,4,1,1,0,1450217161
9212,7,1,2,0,1456834926
9213,10,2,1,0,1456834926
9214,3,1,1,0,1432766579
9215,7,1,2,0,1428611001
9216,3,1,1,0,1464376600
9217,22,2,3,0,1471867861
9218,3,1,1,0,1470561776
9219,3,1,1,0,1465457008
9220,9,1,1,0,1465457008
9221,3,1,1,0,1463522716
9222,12,1,2,0,1453914572
9223,12,1,2,0,1450042091
9224,27,2,3,0,1432116324
9225,25,1,2,0,
9226,10,2,1,0,1456436400
9227,9,1,2,0,-1
9228,17,2,2,0,1434525793
9229,40,1,4,0,1468963239
9230,55,1,4,0,1433447611
9231,27,1,3,0,1466352288
9232,15,1,3,0,1457392039
9233,17,1,2,0,1455111192
9234,9,1,2,0,
9235,28,1,3,0,
9236,28,1,3,0,1452802915
9237,24,1,3,0,1457371381
9238,3,1,1,0,1453914572
9239,3,1,1,0,1461604888
9240,10,1,1,0,-1
9241,63,1,10,0,1446364515
9242,5,1,1,0,1434049423
9243,42,2,3,0,1427643950
9244,11,2,1,0,1439621623
9245,19,1,2,0,1425996370
9246,12,1,2,0,1459361657
9247,7,1,1,0,1431446590
9248,16,1,2,0,1447082992
9249,34,1,5,0,1443636198
9250,16,1,2,0,1445547389
9251,12,2,1,0,1454886108
9252,9,1,1,0,1445811432
9253,20,1,3,0,1423595450
9254,58,1,5,0,1423595450
9255,19,1,2,0,
9256,23,1,2,0,1471613106
9257,16,1,3,0,1472192882
9261,16,1,2,0,
9262,27,1,3,0,1471929496
9263,32,1,3,0,1470813847
9264,24,1,7,0,1465892012
9265,60,1,7,0,1471929496
9266,12,1,1,0,1472192882
9267,10,1,1,0,
9268,13,1,2,0,1465357639
9271,24,1,1,0,1441034387
9272,33,1,4,0,1425758142
9273,33,1,4,0,1427659595
9274,5,1,1,0,1426728197
9275,5,1,1,0,1432221555
9276,5,1,1,0,1432221555
9277,17,1,2,0,1432221555
9278,16,1,2,0,1437749898
9279,53,2,3,0,1427659595
9280,13,1,2,0,1427659595
9281,26,1,2,0,1436199350
9282,44,1,3,0,1426168763
9283,10,2,1,0,1437749898
9284,16,1,2,0,1432221555
9285,24,1,3,0,1423966127
9286,27,2,4,0,1431431092
9287,16,1,2,0,1432221555
9288,8,1,1,0,1432221555
9289,41,1,3,0,1421753230
9290,27,1,3,0,1458222083
9291,12,2,1,0,1429138465
9292,181,1,9,0,1427759287
9293,7,1,1,0,1442353417
9294,44,1,6,0,1459965206
9298,48,1,4,0,1459982706
9299,15,1,2,0,1463099161
9301,23,1,2,0,
9302,47,1,4,0,1445460961
9303,27,1,2,0,1426081274
9304,25,1,4,0,1430768222
9305,34,1,3,0,1431375682
9306,25,2,2,0,1439653392
9307,33,1,4,0,1428368849
9308,8,1,1,0,1457152525
9309,164,1,8,0,1457152515
9310,170,1,8,0,1458634157
9311,11,1,2,0,1468026021
9312,23,1,3,0,1450250308
9313,23,1,3,0,1464376600
9314,5,1,1,0,1453914572
9315,6,1,1,0,1453370612
9316,5,1,1,0,1458445280
9318,61,1,7,0,1458530965
9320,57,,,,1430768222
9322,26,1,4,0,-1
9323,13,1,2,0,1458621317
9324,79,2,7,0,1458973578
9325,28,1,4,0,1428611001
9326,27,1,3,0,1432766579
9327,24,1,2,0,1434049423
9328,170,1,8,0,1437279710
9329,79,,,,1424239237
9330,13,1,2,0,1427215639
9331,33,1,4,0,1468261251
9332,49,1,3,0,1439541544
9333,14,1,1,0,1467710132
9334,15,1,1,0,1456436400
9335,135,,,,1464709390
9336,170,1,8,0,1453999356
9337,24,1,3,0,1442244339
9338,16,1,2,0,1443615879
9339,43,1,3,0,1427643950
9340,16,1,3,0,1445040297
9341,16,1,2,0,1452269740
9342,22,2,3,0,-1
9343,22,1,4,0,1444844019
9344,9,1,2,0,1459797412
9345,25,1,3,0,1459275686
9346,13,1,2,0,1471859596
9347,6,1,1,0,1465494802
9348,5,1,1,0,1452424428
9349,5,1,1,0,1452424428
9350,22,1,2,0,1452424428
9351,66,1,6,0,1446854741
9352,31,1,4,0,1452446811
9353,15,1,3,0,1447777302
9354,14,1,2,0,1444735463
9355,9,1,2,0,1436519718
9356,11,1,2,0,1436462556
9357,10,1,2,0,1462544005
9358,18,1,3,0,1427643950
9359,28,1,3,0,1460616701
9360,24,1,3,0,1440415436
9361,5,1,1,0,1466423670
9362,5,1,1,0,1443973839
9363,6,1,1,0,1435842226
9364,181,1,9,0,1462264975
9365,12,1,1,0,1435842226
9366,9,1,1,0,1440891055
9367,32,1,2,0,1438932821
9368,27,1,3,0,1438931689
9369,25,1,4,0,1438951615
9370,20,1,3,0,1449617638
9371,14,1,2,0,1465928823
9372,26,2,3,0,1458170614
9373,13,1,2,0,1451690255
9374,20,1,3,0,1453914572
9375,9,1,2,0,1457371381
9376,7,2,1,1,1430514250
9377,13,1,2,0,1430514290
9378,11,1,2,0,1436273432
9379,23,1,3,0,1453648180
9380,15,1,2,0,1432032225
9381,11,2,1,0,1432032225
9382,15,1,2,0,1432032225
9383,13,1,2,0,1432032225
9384,34,2,3,0,1438888995
9385,66,2,4,0,1443615879
9387,28,1,3,0,1432202156
9388,16,1,3,0,1436547766
9389,33,1,4,0,1440829614
9390,25,2,2,0,1440021222
9391,19,1,2,0,1430514250
9392,30,1,2,0,1436273432
9393,20,1,1,0,1430514290
9394,49,2,3,0,1453914572
9395,13,1,2,0,1457371381
9396,15,1,2,0,1465546036
9397,14,1,2,0,-1
9398,15,1,2,0,1455377263
9399,14,1,2,0,1443118798
9400,17,1,2,0,1463480817
9401,7,1,1,0,1448375821
9402,11,1,2,0,1465180346
9403,7,1,2,0,1438987414
9404,9,1,1,0,1442003093
9405,12,1,3,0,1437279710
9406,8,1,1,0,1441647464
9407,7,1,2,0,1434041928
9408,6,1,1,0,1430183124
9409,3,1,1,0,1465419689
9410,7,1,2,0,1425996370
9411,6,1,2,0,1431028241
9412,7,1,2,0,1445945030
9413,3,1,1,0,1427643950
9414,18,1,1,0,1456661262
9415,5,1,1,0,1445400304
9416,3,1,1,0,1430514250
9417,5,1,1,0,1436273432
9418,7,1,1,0,1430514290
9419,3,1,1,0,1428611001
9420,16,2,1,0,1432766579
9421,35,1,3,0,1456706312
9422,5,1,1,0,1425758142
9423,5,1,1,0,-1
9424,5,1,1,0,-1
9425,24,1,3,0,-1
9426,181,1,9,0,-1
9427,21,2,2,0,1434525793
9428,31,1,4,0,1458524898
9429,46,1,2,0,1449169569
9430,9,1,1,0,1464114907
9432,21,1,3,0,1469997805
9433,26,2,2,0,1456436400
9434,23,1,3,0,1432141907
9435,11,1,2,0,1452368628
9436,181,1,9,0,1470578555
9437,13,1,2,0,1439716342
9438,21,1,4,0,1464957460
9439,170,1,8,0,1467891897
9440,135,,,,1456751139
9442,13,1,2,0,1464611510
9443,16,1,2,0,1444757284
9444,13,1,2,0,1460222156
9445,38,1,2,0,1450804407
9446,77,1,4,0,1464012044
9447,11,2,1,0,1470495035
9448,28,1,3,0,1449509908
9449,9,1,1,0,1433960842
9450,6,1,1,0,1456401556
9451,6,1,1,0,1470578858
9452,5,1,1,0,1469109378
9453,5,1,1,0,1460222156
9454,9,1,1,0,1468427292
9455,60,2,6,0,1470578638
9456,32,1,3,0,1465984192
9457,16,1,3,0,1427642169
9458,1,,,,1431037090
9459,25,1,2,0,1454672241
9460,54,1,4,0,1454672241
9461,37,1,3,0,1469115494
9462,33,1,3,0,1455771581
9463,29,1,2,0,1457716459
9464,107,1,8,0,1458060507
9465,63,1,5,0,-1
9466,52,1,5,0,1441567793
9467,66,1,5,0,1447424813
9468,55,1,4,0,1447857872
9469,104,1,8,0,1467869497
9470,30,1,2,0,1437854288
9471,23,1,4,0,1467765273
9472,13,1,2,0,1436044708
9473,13,1,2,0,1457938920
9474,32,1,3,0,1428297619
9475,15,1,2,0,1430407423
9476,5,1,1,0,1430407423
9477,7,1,2,0,1424529134
9478,3,1,1,0,1471790210
9479,17,1,2,0,
9480,3,1,1,0,1447234673
9481,7,1,2,0,1432541845
9482,7,1,1,0,1453914572
9483,6,1,2,0,1464376600
9484,7,1,2,0,1430768222
9485,8,1,1,0,1447696632
9486,3,1,1,0,1465005841
9487,12,1,3,0,1461358408
9488,7,1,1,0,1432116324
9489,8,1,1,0,1466049680
9490,5,1,1,0,1443615879
9491,13,1,1,0,1464005597
9492,9,2,1,0,1442587598
9493,11,1,1,0,1466093274
9494,27,1,3,0,1450927061
9495,170,1,8,0,1469178283
9496,26,1,3,0,1436282007
9497,12,1,2,0,1427643950
9498,12,1,2,0,1472218935
9499,25,1,4,0,1470319718
9501,18,1,3,0,1458135778
9502,20,1,2,0,1470756142
9503,36,1,4,0,1470335292
9504,29,1,3,0,1470324498
9505,43,1,6,0,1470419767
9506,170,1,8,0,1458750897
9507,36,1,4,0,1442506457
9508,6,1,1,0,1458750897
9509,5,1,1,0,1468863366
9510,5,1,1,0,1465231636
9511,29,1,4,0,1436193881
9512,52,1,4,0,1465053959
9513,35,1,3,0,1464376600
9515,10,1,1,0,1453914572
9516,170,1,8,0,1436299180
9517,135,,,,
9519,50,2,3,0,1453771566
9520,41,1,3,0,1461191062
9521,8,1,1,0,1469709320
9522,20,1,2,0,1470045474
9523,18,2,2,0,1439913020
9524,19,1,3,0,1459432170
9541,13,2,1,0,1441446143
9542,23,2,2,0,1463587509
9543,25,2,2,0,-1
9544,20,2,2,0,1472163608
9545,13,2,1,0,1435093678
9546,22,2,2,0,1438022029
9547,109,2,9,0,1449155490
9548,7,1,1,0,1453914572
9549,66,1,8,0,1447086894
9550,23,1,3,0,1461587347
9551,20,1,2,0,1458840605
9552,15,1,3,0,1436534629
9553,13,1,1,0,1444210893
9554,60,1,7,0,1444210893
9555,39,2,4,0,1424254254
9556,59,2,6,0,1437576273
9557,22,1,2,0,1452892376
9558,12,1,3,0,1438187085
9559,7,1,1,0,1469993883
9560,6,1,2,0,1439050441
9561,8,1,1,0,1448632064
9562,3,1,1,0,1456235185
9563,7,1,2,0,1433768921
9564,5,1,1,0,1433768921
9565,7,1,1,0,1437655488
9566,7,1,2,0,1444318111
9567,5,1,1,0,1457818288
9568,8,1,1,0,1456613088
9569,3,1,1,0,1435614713
9570,3,1,1,0,1468884999
9571,7,1,2,0,1464179025
9572,17,1,2,0,1437749898
9573,22,2,2,0,1437749898
9574,3,1,1,0,1426728197
9575,3,1,1,0,1432221555
9576,16,1,3,0,1432221555
9577,16,1,3,0,1432221555
9578,21,1,2,0,1427659595
9579,16,1,3,0,1432221555
9580,28,1,3,0,1427659595
9581,5,1,1,0,1432221555
9582,5,1,1,0,1431431092
9583,15,1,2,0,1426168763
9584,20,1,3,0,1423966127
9585,160,1,8,0,1432221555
9586,10,1,1,0,1432221555
9587,10,1,1,0,1421753230
9588,9,1,1,0,1427659595
9589,10,1,1,0,1461601556
9590,13,1,1,0,1434049423
9591,89,1,4,0,-1
9592,181,1,9,0,-1
9593,6,1,2,0,1460516621
9594,17,1,2,0,1446815009
9595,5,1,1,0,1441338298
9596,3,1,1,0,1443467441
9597,3,1,1,0,1429267755
9598,6,1,1,0,1438096701
9599,8,1,1,0,1465162203
9600,9,1,1,0,1440443292
9601,7,1,1,0,-1
9602,5,1,1,0,1456834926
9603,11,1,2,0,1456834926
9604,7,1,1,0,1428611001
9605,7,1,2,0,1455037267
9606,18,1,1,0,1433447611
9607,7,1,2,0,1465017501
9608,7,1,2,0,1453914572
9609,3,1,1,0,1457371381
9610,12,1,3,0,
9611,30,1,4,0,
9612,13,1,2,0,1453676600
9613,181,1,9,0,1450337467
9614,43,1,6,0,-1
9615,25,1,4,0,1437602135
9617,43,1,6,0,1438203507
9619,43,1,6,0,1459977746
9620,17,1,2,0,1452300143
9621,21,1,3,0,1443048974
9622,11,1,2,0,1443048974
9623,23,1,3,0,1450773477
9624,18,1,2,0,1428611001
9625,49,1,4,0,1432766579
9626,23,1,2,0,1447973171
9627,7,1,1,0,1442937364
9628,35,1,3,0,1430514250
9629,16,1,3,0,1436273432
9630,24,1,3,0,1430514290
9631,47,2,5,0,1465460662
9632,11,1,2,0,1435842226
9633,21,1,3,0,1463081287
9634,79,,,,1461690805
9635,170,1,8,0,1440348934
9636,23,1,3,0,1453339538
9637,11,1,2,0,1461604888
9638,18,1,2,0,1432566752
9639,287,1,13,1,1449764642
9640,26,1,3,0,1445696130
9641,13,1,2,0,1445696130
9642,27,1,3,0,1433192079
9643,170,1,8,0,1449404855
9644,79,,,,1463260945
9645,25,1,1,0,1450130120
9646,51,1,2,0,1465541931
9647,1,,,,1435842226
9648,50,1,8,0,1449568204
9649,55,1,4,0,1458135778
9650,20,1,2,0,1461891454
9651,10,1,1,0,1442989644
9652,6,2,1,0,1428771204
9653,69,2,8,0,1452391178
9654,5,1,1,0,1442421062
9655,6,1,1,0,1462805868
9656,5,1,1,0,1471284372
9657,15,2,2,0,
9658,42,1,4,0,1436431332
9659,31,1,4,0,1441802565
9660,17,1,2,0,1456436400
9661,7,1,1,0,1440021222
9662,37,1,5,0,1456156279
9663,30,1,4,0,1448020762
9664,8,1,1,0,1463121153
9665,14,1,2,0,1469760353
9666,16,1,2,0,1471573172
9667,51,1,4,0,1463264932
9668,55,1,4,0,1464233481
9669,8,1,1,0,1464376600
9670,8,1,1,0,1453914572
9671,135,,,,1452802915
9672,170,1,8,0,1430514290
9673,37,1,4,0,1430514250
9674,6,1,1,0,1430514290
9675,25,1,3,0,1436273432
9676,25,1,3,0,1430514250
9677,23,1,6,0,1467161690
9678,22,1,6,0,1463729946
9679,21,1,6,0,1458978743
9680,23,1,1,0,1463731052
9681,26,1,3,0,1464916199
9682,41,2,4,0,1464352762
9683,32,2,3,0,
9684,9,2,1,0,
9685,35,1,3,0,
9686,158,1,8,0,1446142409
9687,16,1,3,0,1439541544
9688,28,1,3,0,1426728197
9689,35,1,3,0,1427659595
9691,40,1,1,0,1431431092
9692,22,1,2,0,1427659595
9693,22,1,2,0,1442342598
9694,28,1,3,0,1426168763
9695,186,2,15,0,1432221555
9696,27,1,2,0,1432221555
9697,135,,,,1437749898
9698,170,1,8,0,1437749898
9699,23,1,3,0,1432221555
9700,31,1,4,2,1421753230
9701,29,1,4,0,1436199350
9702,9,1,1,0,1427659595
9703,80,1,6,0,1432221555
9704,12,1,2,0,1432221555
9705,15,1,2,0,1432221555
9706,34,1,3,0,1423966127
9707,40,1,3,0,1459919123
9708,158,1,8,0,1446251462
9709,49,2,4,0,1432543297
9710,36,2,3,0,1456860817
9711,29,1,3,0,1449827243
9712,50,2,3,0,1457408344
9713,27,1,3,0,1449944225
9714,9,1,1,0,1462306630
9715,23,1,3,0,1430048895
9716,8,1,1,0,1454053618
9717,158,1,8,0,1456067468
9718,24,1,3,0,1464809390
9719,15,1,2,0,1470319718
9720,16,1,3,0,1436273432
9721,28,1,3,0,1430514250
9722,5,1,1,0,1430514290
9723,6,1,1,0,1465215468
9724,5,1,1,0,1443644147
9725,11,2,1,0,1444776981
9726,37,1,4,0,1443711118
9727,87,1,7,0,1447448025
9728,28,1,4,0,1428611001
9729,32,1,3,0,1432766579
9730,85,1,9,0,1451399622
9731,85,1,9,0,1436191216
9732,20,1,2,0,-1
9733,6,1,1,0,1446320051
9734,14,1,2,0,1425996370
9735,11,1,1,0,1440873106
9736,8,1,2,0,-1
9737,18,1,2,0,1459461803
9738,5,1,1,0,1456953994
9739,6,1,1,0,1464394672
9740,5,1,1,0,1432599451
9741,11,1,2,0,1439541544
9746,25,1,3,0,1463085972
9747,15,1,2,0,1465274647
9748,18,1,2,0,1452833784
9749,14,1,2,0,1458754290
9750,13,2,2,0,1452981789
9751,32,1,3,0,1464257975
9752,27,1,3,0,1453554403
9753,79,,,,1437279710
9754,170,1,8,0,1459087328
9755,15,1,5,0,1466787941
9756,23,1,2,0,1441647464
9757,27,1,2,0,1458754290
9758,21,1,2,0,1456778081
9759,16,1,2,0,1447104880
9760,53,1,7,0,1437854288
9761,28,1,3,0,1424983272
9762,16,1,3,0,1466589387
9763,12,1,3,0,1457096161
9764,103,1,6,0,1465541858
9765,13,1,2,0,1458935364
9766,19,1,2,0,1469559755
9767,19,1,2,0,1441564004
9768,19,1,2,0,1424883857
9769,19,1,2,0,1437846862
9770,19,1,2,0,1441446143
9771,19,1,2,0,1432383546
9772,33,1,4,0,1432107744
9773,19,1,2,0,1456248893
9774,24,1,2,0,1452379213
9775,16,1,2,0,1446251462
9776,23,1,4,0,1437123878
9777,94,1,19,0,1436271358
9778,56,1,7,0,1436546183
9779,29,1,4,0,1436504468
9780,1,,,,1451167651
9781,27,1,3,0,1467746049
9782,29,1,4,0,1467744086
9784,25,1,4,0,1449341696
9785,13,1,2,0,1449200130
9786,39,1,6,0,1427417040
9787,31,2,2,0,1455652457
9788,17,1,2,0,1447892660
9789,21,1,2,0,1427643950
9790,27,1,3,0,1465746322
9791,13,1,2,0,1437422328
9792,13,1,2,0,1431299909
9793,13,1,2,0,1437652215
9794,10,1,1,0,1469693418
9795,10,1,1,0,1463768912
9796,10,1,1,0,1430768222
9797,43,1,4,0,
9798,13,1,2,0,
9799,5,1,1,0,-1
9800,6,1,1,0,1444735463
9801,5,1,1,0,1431028241
9802,8,1,1,0,1437057946
9803,60,1,3,0,1438022008
9804,15,1,2,0,1429088172
9805,13,1,2,0,1449469946
9806,17,1,2,0,1449469946
9807,22,1,2,0,1435842226
9808,35,1,5,0,-1
9809,10,1,1,0,-1
9810,5,1,1,0,1442605416
9811,46,1,5,0,1460512234
9812,46,1,5,0,1460253961
9813,25,1,4,0,1438289737
9814,10,1,2,0,1438289737
9815,37,1,5,0,1438289737
9816,56,2,4,0,1426611917
9817,17,1,3,0,1427643950
9818,170,1,8,0,1470390784
9819,135,,,,1459421876
9820,70,2,7,0,1466177118
9821,25,2,2,0,1463779058
9822,7,1,2,0,1467602249
9823,9,1,1,0,1449840422
9824,5,1,1,0,1446251462
9825,5,1,1,0,1460337520
9826,3,1,1,0,1446969009
9827,6,1,1,0,1431376997
9828,7,1,2,0,1439014642
9829,18,1,1,0,1431028241
9830,8,1,1,0,1460568173
9831,7,1,2,0,1442335439
9832,6,1,2,0,1435535808
9833,7,1,1,0,1454616413
9834,3,1,1,0,-1
9835,7,1,2,0,-1
9836,17,1,2,0,-1
9837,12,1,3,0,1447249729
9838,7,1,1,0,1435009512
9839,3,1,1,0,-1
9840,11,1,2,0,1454180223
9841,3,1,1,0,1459142294
9842,65,1,7,1,1465492273
9843,1,,,,1443400263
9844,78,1,8,1,1436808566
9845,29,2,3,0,1465584503
9846,15,2,2,0,1465584503
9847,16,1,2,0,1452069895
9848,23,1,3,0,1442427895
9849,7,1,1,0,1453914572
9851,10,2,1,0,1423595450
9852,28,1,3,0,1423595450
9853,16,1,3,0,1460872104
9854,29,1,4,0,1430514250
9855,170,1,8,0,1436273432
9856,79,,,,1430514290
9857,15,1,3,0,-1
9858,10,2,1,0,1438091079
9859,16,2,1,0,-1
9860,41,2,4,0,1437403058
9861,12,1,2,0,-1
9862,22,1,2,0,1453283377
9864,25,1,4,0,1455871651
9865,58,,,,1468347193
9867,25,1,4,0,1429982100
9868,35,1,3,0,1431028241
9869,23,2,2,0,1472298055
9870,42,1,4,0,1453914572
9871,18,1,2,0,1457371381
9872,111,1,10,0,1451195832
9873,15,1,2,0,1432247196
9874,31,1,4,0,1460401822
9875,8,1,1,0,1454813457
9876,37,1,3,0,1439651192
9878,8,1,1,0,1464376600
9879,13,1,2,0,1453914572
9880,28,1,3,0,1438040437
9881,16,1,3,0,1446737858
9882,17,1,2,0,1447086894
9883,3,1,1,0,1448638577
9884,3,1,1,0,1467915295
9885,11,1,2,0,1471311388
9886,5,1,1,0,1432753501
9887,7,1,2,0,1437382955
9888,8,1,1,0,1446068417
9889,9,1,1,0,1463538354
9890,7,1,2,0,1436273432
9891,6,1,1,0,1430514250
9892,7,1,1,0,1430514290
9893,3,1,1,0,1450783691
9894,18,1,1,0,1435594568
9895,7,1,2,0,1467041484
9896,6,1,2,0,1452613974
9897,5,1,1,0,1446728229
9898,12,1,3,0,1446154975
9899,7,1,1,0,1427054474
9900,12,1,2,0,1427148773
9901,9,1,1,0,1427065160
9902,15,1,1,0,1452802915
9903,11,1,1,0,1446251462
9904,15,1,2,0,1430514250
9905,36,1,4,0,1430514290
9906,12,1,2,0,1436273432
9907,12,1,2,0,1440021222
9908,8,1,1,0,1454117034
9909,27,1,4,0,1454090132
9911,27,1,2,0,1447798202
9912,31,1,6,0,1462671363
9913,6,1,2,0,1448905594
9914,3,1,1,0,1444359795
9915,9,1,1,0,1447551169
9916,7,1,1,0,1468046443
9917,7,1,1,0,1454700965
9918,6,1,1,0,1432343870
9919,7,1,2,0,1431553554
9920,12,1,3,0,1465456525
9921,17,1,2,0,1454608633
9922,7,1,2,0,1423595450
9923,3,1,1,0,1423595450
9924,5,1,1,0,1459218462
9925,3,1,1,0,1458667649
9926,5,1,1,0,1426095917
9927,18,1,1,0,1435842226
9928,8,1,1,0,1462804200
9929,7,1,2,0,1456473321
9930,27,1,3,0,-1
9931,47,1,7,0,1449840479
9932,39,1,6,0,1430768222
9933,25,1,3,0,1464115018
9934,38,2,4,0,1463089275
9935,11,1,2,1,1455280348
9936,10,1,1,0,1450593112
9937,5,1,1,0,1450331648
9938,5,1,1,0,1457643990
9939,6,1,1,0,1457206125
9940,29,1,4,0,1439541544
9941,4,1,1,0,1436431332
9942,4,1,1,0,1439541544
9943,4,1,1,0,1442470745
9944,4,1,1,0,1432221555
9945,7,1,1,0,1431431092
9946,7,1,1,0,1442342598
9947,7,1,1,0,1432221555
9948,4,1,1,0,1436199350
9949,6,1,1,0,1432221555
9950,10,1,2,0,1432221555
9951,15,1,2,0,1432221555
9952,6,1,1,0,1437749898
9953,5,1,1,0,1427659595
9954,5,1,1,0,1432221555
9955,31,1,6,0,1421753230
9956,17,2,2,0,1446504757
9957,35,1,2,0,1427659595
9958,45,2,6,0,1437749898
9959,45,2,6,0,1426168763
9960,16,1,1,0,1445936451
9961,99,2,6,0,1423966127
9962,16,1,3,0,1426728197
9963,7,1,2,0,1427659595
9964,28,1,3,0,1468664323
9965,16,1,3,0,1456436400
9967,13,1,2,0,1438289737
9968,13,1,2,0,1438289737
9969,16,1,3,0,1446546758
9970,25,1,3,0,1446251462
9971,7,2,1,0,1440021222
9972,7,2,1,0,1463890024
9973,7,2,1,0,1452731230
9974,2,2,0,0,1445298456
