0,1459176438
1,1442954124
2,1443658773
3,1461014589
4,1445040297
5,1447548756
6,1435842226
7,1446745823
8,1446745823
9,1435580663
10,1440208859
11,1430514250
12,1430514290
13,1436273432
14,1452097924
15,1456016983
16,1432766579
17,1428611001
18,1461604888
19,1465729450
20,-1
21,1468375591
22,1450636625
23,1462368259
24,1438754875
25,1438754875
26,1466706443
27,1436504468
28,1455734748
29,1441354977
30,1431028241
31,1427643950
32,1469228493
33,1437854288
34,1424983272
35,1453136302
36,1443021665
37,1431028241
38,1433447611
39,1461945778
40,1438762961
41,1432130557
42,1447886648
43,1444579965
44,1450276957
45,1461295971
46,1428060991
47,-1
48,1448869373
49,1434919281
50,1442595392
51,1425088181
52,1430514250
53,1436273432
54,1430514290
55,1462190548
56,1446217001
57,1446217001
58,1467185838
59,1437518234
60,-1
61,-1
62,1458156006
63,1442303860
64,1440906101
65,1436534463
66,1434576291
67,1434576291
68,1472104025
69,1467221055
70,1467221055
71,1467221055
72,1467221055
73,1464040403
74,1466404353
75,1470926102
76,1472044103
77,1467928330
78,1427802538
79,1448905594
80,1448665820
81,1465569123
82,1440983653
83,1442236651
84,-1
85,-1
86,-1
87,1462475828
88,1461279516
89,1466006175
90,1462487493
91,1457096161
92,1435240760
93,1448632064
94,1454374565
95,1463481095
96,1470155670
97,1453998632
98,1437215230
99,1462829285
100,1424983272
101,1437854288
102,1427643950
103,1441517402
104,1456670240
105,1466539537
106,1430058968
107,1430006601
108,1462249188
109,1450190949
110,1453914572
111,1464376600
112,1436390325
113,1426019973
114,1452269740
115,1457280754
116,1457280754
117,1441559974
118,1444212483
119,1465849465
120,1446251462
121,1466000211
122,1455810634
123,1433923771
124,1457999230
125,-1
126,1437375151
127,1459412237
128,1438696682
129,1460384704
130,1465221074
131,1465221074
132,1465221074
133,1446251462
134,1461604888
135,1453914572
136,1457371381
137,1437057946
138,1454792373
139,1454792373
140,1453914572
141,1464376600
142,1460384737
143,1441030828
144,1466785502
145,1443711118
146,1471368064
147,1451321354
148,1425758142
149,1464903539
150,1464105916
151,1453379317
152,1453253576
153,1459977746
154,1462553022
155,1441563423
156,1434959478
157,1434959478
158,1434959478
159,1438596800
160,1432116324
161,1441053849
162,1427643950
163,1436900753
164,1430492753
165,1456436400
166,1457280754
167,1457280754
168,1461413150
169,1470751592
170,1440412073
171,1466071034
172,1431028241
173,1470135330
175,1450947204
176,1442370343
177,1442292730
178,1460989723
179,1441034387
180,1434179218
181,1434179218
182,1434179218
183,1442585809
184,1434179218
185,1461257444
186,1430514290
187,1436273432
188,1430514250
189,1463718675
190,1450658424
191,1447304410
192,1459692972
193,1457003455
194,1453741773
195,1424983644
196,1424983644
197,1424983644
198,1424983644
199,1432128114
200,1424983644
201,1444666477
202,1452171872
203,1444815124
204,1444815124
205,1440587853
206,1438888995
207,1436431332
208,1438531141
209,1428611001
210,1432766579
211,1462891593
212,1462636813
213,1423595450
214,1423595450
215,1436273432
216,1430514290
217,1430514250
218,1453311746
219,1464399942
220,1452879484
221,1451745685
222,1435285491
223,-1
224,1426089945
225,1427226032
226,1462325449
227,1471157151
228,1465282306
229,1465287144
230,1465282306
231,1453914572
232,1457371381
233,-1
234,1463606124
235,1463606124
236,1463606124
237,1463606124
238,1463606124
239,1459947780
240,1442003093
241,1437057946
242,1463888276
243,1448617262
244,1471446901
245,1434500387
246,1430514250
247,1430514290
248,1436273432
249,1451709456
250,1431971682
251,1466028701
252,1440173543
253,1456929223
254,1457011987
255,1460300788
256,1445715944
258,1464681973
259,1464145762
260,1433346508
